id,text
1222,"Haitian center cooperation international is asking for water, food, tents for victims at Delmas, Carrefour, Leogane, Jacmel, and Carrefor Sheet"
1223,"people together in area the area is the Crossroads, near Bertin, Titus Road, River Cold, people that they not yet found nothing as water, food, and care anyone that would like to help them. .. .. .. .. .. .. "
1225,The people of mahoti?re 79 are hungry 
1228,"I do not have a computer, No way to have my RESUME completed. I am a professional of Plumbing please I need support I am a yong man"
1229,".. . haven't been able to find work, i have 2 people who died that we can't find, help us thank you "
1230,I received the message. I will be happy to find a job to help my poor family. I do not have a CV. I studied in pharmacology.
1231,I am not in Port-au-Prince. On the Island of La Tortue ( Tortuga ). Our misery on the island is great. If you could come it would be very good.
1232,"S. O. S. For people in Carrefour, an Area Bertin, Titus Road, River Cold, Those people haven't yet had anything such water, food, or medicine. Anyone who can help. .."
1233,"Where I am I can't leave, there's no internet all houses are destroyed, we cant save any paper because the house is flat, we're suffering where we are in Aprimature "
1234,"The Give something. We haven't received anything! The greedy volunteers aren't sharing with the suffering people. They are selling the stuff that the white people brought, instead of distributing it!"
1235,"We are located at Mount Nabrile third section Valley Jacmel. We have a lot of people coming from outside so we need tents, food, water. medication and doctors."
1236,i AM LOCATED AT Miragoane. My house is destroyed at PORT au Prince
1237,We need all kinds of ( can't read ) in Jacmel. Thanks a lot! 
1238,I need a tent. I am in lavale 2 in Jacmel. My house has collapsed
1239,"I'm a agricultural technician. I live in Dame-Marie, I would like you to think of me"
1241,"We have been hit by the earthquake. We have lost our homes. We have nothing. Please, we need help."
1242,I live in Petit-Goave and the people there have all kinds of problems because we are not getting any help over there. Can you please send us some help and food please.
1243,We on Ile de la Gonave we need God's help because we are victims too
1244,"I'm finished with my school. I was born June 29, 1980. I am a ??? ve ki be "
1246,no House to live and no food to eat
1247,"my house crumbled over myself and a 2 month old baby - he's still alive, but i think he's hurt and needs medical attention"
1248,"We are next to beach 28-26 in carrefour, we can reach anything, we have water and food issues, we are hungry and thirsty"
1249,"We are in Mapou Dampus leogane, claudel desir field, we are hungry and we go no help in leogane"
1250,"WE need food, we are under Delmas 3, we are dying from hunger, we need help, please send us food"
1251,"there is only you that can make me understand how big true love is.. maybe one day it will curee my crying..i want you to know, you are the object of .. "
1252,My thought is that I would like you to love me sincerely. I wish for you to be the last with whom I want to share my life. Everything is ok my love.
1253,I live in Saint Marc. My house is destroyed. My neighborhood needs food and money and I need w?okt??or 
1254,We need food. Our address is ( waney 87 #451 ( inside ) Crossroads
1255,I am a Haitian citizen looking for work. Can 4636 help me?
1256,"There are many wounded people from the January 12th earthquake who have arrived in the town of Dame Marie. They cannot find medical care and there are more than 3, 500 wounded and/or destitute."
1257,Give assistance for those who need please
1259,"Digicel, I'm in the community in Baie de Henne. There are a lot of victims in the kapital there. We need food and water. We need underwear."
1260,What number do I need to have ask for a job.
1262,"We know in Haiti if you dont have a name, you will not get anything from the aid, not even from the red Cross"
1263,I was a victim living in the capital. I'm in rheto (rhetoric?) I need help finishing school and then going to study in a ??? (higher learning)
1264,"We are so happy to hear the message that is where we at. It is a space that is very difficult where the cold is eating us up. We need tents, blankets and mattress and bed. "
1265,"My friends, theres several families refugees you Makady street # 11 in front of Krepsak boudon. We are on the Football field, "" please we need food and water"
1266,We need food to eat because we never get food. Where we are we are almost ready to die. Could you please come and see us. We are across from the hospital ' card. .. 
1267,"Please we need Food, water. A place to stay with the KIDS, please, we live at Delmas 103, all the way inside."
1270,The people of Tomasin are victims. We need help for 200 people. Thank you in advance.
1271,"You cant reply to everybody but I must congratulate your effort for the Haitian people, may God give you more strength to help us, I am counting on you guys."
1274,"I was in PAP, now I am in St Marc at some parents, my house was destroyed, please help me finish my studies."
1275,"I need help. I have no house, clothing, food. I live in Christ the King"
1276,We don't have anything. We live at Koupla.
1277,Refugees from the capital of Haiti came to The Gonaives. We don't have anything to give them unless we can get some help from you. The Gonaives
1278,I nee help because of the earthquake
1279,"In Upper Fontamara, We are all living in the streets. We haven't seen the authorities as of yet"
1280,I am in the common gree in session peitit book. There's a bunch of people dying.
1283,Good evening I had email jobpam
1284,"I'm a victim that lived in the capital, there I was in 2nd, I'm asking for help to finish school and to send me to another country to study "
1285,"OK Thank you for all the information you given me, have a great night in the name of the Great Master"
1286,We need food and water in/at moleard bonrepos
1287,I would like you to call me because I would like to talk to you.
1288,The earthquake left me with no clothes and no food to eat. I left to go in the provinces and we are still suffering.
1289,"We are a family of thirteen people has mother has father eleven children, we need food aid : water food bars of soap oil, financial help we live on Street Chavannes Extends"
1291,I am in Haiti I am one of the victims
1292,We are not well in Klesin and are sending an S. O. S.
1293,"I'm in Jean Rabel, the population is huge and there's hunger"
1295,"I live behind the Christ the King church in Merely Street, we need water, and tents."
1297,"I am in PAP, I need somebody to come pick me up, I have no card on my cell."
1299,"We are survivors of the earthquake. W don't have the courage to stay in Port-au-Prince. We are forced to go to the province, near Ponsonde ( noulagu? )"
1300,"From brabalance, hunger is killing us. Please bring us some aid. "
1301,We would like you to help us by the beach #24 Street Oleron #38 God bless you
1302,"We are in need in Bridge-Probe, we're the victims of Port-au-Prince"
1304,"As an informant, how can you predict an earthquake in Haiti?"
1305,"Can you give something, please? "
1306,We are an organization in the Tabarre area at the Clersine crossroads. With much sadness where all the people are disaster victims despite all the efforts already made
1307,"We still can't find any food whatsoever and we are actually dying of hunger. Please help us to save the remaining brothers and sisters that are still alive, please."
1308,"Today I feel happy since I heard this message on the voice ( radio, phone? ). "
1309,To the US. I have lots of problems. My mother and father
1310,"My wife is pregnant and suffering, I have a 16 month old its"
1311,"Every hour say grace, ask forgiveness, and mercy for Haiti. Do it with faith, it's God that can get us out of this. . Send this message to 10 other people"
1312,I am a survivor who escaped from the rubbles in Port-au-Prince. I have nothing to eat. I am in the Department of North West.
1313,"Please we need help, please send food for us, we live on Route Freres"
1314,"Please, we need water and food. We are suffering a lot. We need tents to sleep. Please help us"
1315,I am a journalist. I have a cold. Who said the earthquake was a magnitude of 8? Is this true? Can I share this message with the world on the radio?
1316,I am a survivor. My husband died and left me with 3 children. I was renting. My house is destroyed. I don't know what to do because this was everything for me and all I had.
1317,I need a little help and am asking how I can find it
1318,What can I do to get help because I m p?dep? 
1320,Thank you for your understanding.
1321,"The smell of the corpses makes it impossible for us to stay in Delmas 19, especially near Walk Suly. We need tents to sleep. We are sleeping in the streets. Please."
1322,"We have no water, tents, food, there is trash everywhere and dead bodies under the rubbles. We are at the Delmas 33 around Fort Sunday, please help us."
1323,I'm a student that was part of the faculty in Port-au-Prince. .. I have nothing. . how can you help me please
1324,".. . with my father, We don't have a place to sleep. please, we are asking for your help! "
1325,"can u please help me I live in Carfour Manatee 52, rue demokr"
1326,Area of Tiburon has no aid. Please help us.
1327,"Good evening, I have lots of problem. No one to help me."
1328,"We are refugees in Martissant, especially in the Peruvian school Peru ), Church of saint Bernard and School Normal ( Ecole Normale ). We need food. The cold outside caused us to be very sick. There are bandits around."
1329,"Good evening, I live türbe, in Village Livia. My house has been destroyed with everything in it. I live in the yard. The neighborhood hasn't received any aid. Help, please help us."
1330,"If my passport is expired, how can I get a Visa for the Dominican Republic? "
1331,.. . greeting in the name of Jesus Christ who made us
1332,I would like to find supplementary information
1333,I need your help. My house collapsed. I lost everything. My family and I are refugees. I lost my brother. I need your help.
1334,"I wnat to go to Cuba, who can help me? "
1336,Would there be a big response in 30 minutes again?
1337,"Food distribution did not reach our area. We live in Paloma, rue Lemoine. .. please"
1338,Is it true that there will be more earthquake tonight
1339,My father's work is destroyed and there are many of us in the house. We were destitute before the disaster. My mom never worked. Please help us.
1340,4636 please give me information about schools and universities functioning in Port-au-Prince. In what year do you for see reopening. I'll wait for your response.
1341,Can a citizen take steps to immigration to find a family if he/she is older than 18?
1342,"Things aren t good at all we as you to send something B?l?s riy?l Charles # 17, we need tents, food and medicine "
1344,I would like to know when is the boat with the SENEgal kite arriving
1345,"We need tents to sleep in and we don't have any food left. We're on path lespinasse in tabarre, inside "
1346,"I am a 35 year old young haitian who witness the jan 12 earthquake, I am traumatize in a country with no work, high cost of living,"
1347,The earthquake destroyed our homes in Gonaives also. .. Kanal Bwa 4th section
1348,Good evening Digicel. I have my neighbour who has a broken leg. He did not find any help so far. What can you do for him as a company that is helping earthquake victims in Haiti? 
1349,"we're in the fokal building. we need water, food and tents to sleep in"
1351,when will the aftershocks stop
1352,i am a victim of the earthquake. i need some help and money so i can go back home. I could lease 
1353,was today's shake year aftershake gold another earthquake?
1354,How long will it take for the earthquake to end 
1355,When will the schools be reopened?
1356,I'd like some informatin please
1357,I want to know if I am a victim and do not have a passport. .. how can I acquire one please. Thank you.
1358,What do we have to do. .. to find food to eat. .. 
1359,I live in cite soleil. I sleep on the streets. No one is helping me.
1360,People are saying that there will be another earthquake like Tuesday. Is this true? yes or no.
1361,I would like to know what is going to happen this evening?
1363,"For the coming days, what do I need to know to survive. My family is around me."
1364,"we need help for clercine and christ the king. the people are hungry, their houses are broken and we dont have cloths. please! we need "
1365,I would like to know how the former president of Haiti will choose to help the country?
1366,Seeking information on getting a VISA to go to Senegal.
1367,the speasialist that are looking at the state of the houses and the schools. is it so the school year will not be lost. will the schools be involved. is this a privat gold public initiative
1368,I am in the full. Near chada and Santo. we can't even find a water bag nor food. we will die from hunger. please remember the people in the full
1369,"we would like info about aid distribution, we are in good rest ( this is along the national #1 righout outside of pap )"
1370,Who can help someone who lost their whole family
1371,write to me at this number so i can see how you you guys can help. sti radio voice of the america that i heard. thank you
1372,"Hello, good evening. I'm wondering what a person can do to have a chance to one of those tents that will me made. "
1373,my parents are victims ! how can you help me
1374,i need to know about measures being taken to compensate the people. and until when will the power problem last. and when will education restart
1375,pleas tell me wher i can get job i am an english interpreter
1376,"to eat tomorrow, we can't find anythinge we don't even know what can be done to help me? Whether it be work or sending me abroad so that I can have a better life "
1377,"I greet those who will receive this message. I'd to inform you that there is tens of us who have gathered in the area of Thor, 10 rue Georgette, the reference is in. .. "
1378,at the delimart at diquini. among us are all kinds of victims. we tryed severl things like forming comite''s purpose up until now we have not amounted to anything. incomplete 
1379,I'm haitian doctor and i own a year organization. i need medicine to help people near my house
1380,"Those people must have heard a radio/text message or something and the want to know what they go for to the transfor house, what they'll need to take to justify their identity and where exactly in nazon "
1381,"I am on the road, I need to go to Santo Domingo ( The DR )"
1382,"i need food and juice and water. rental delmas 31, rue magua, impasse des fleurs 6 "
1383,"Are we going to have aftershock tonight ? if yes, at what time"
1384,Is it true they say that Americans have taken out country?
1385,TOday I feel happy since I've heard this message in The voice. .. 
1386,Aren't the people of Fontamara going to get any help? 
1387,It is that later there will be a 6. 8 aftershock. People are scaring me.
1388,"We need help in fontamara, a tent for us to sleep, thanks"
1390,Message for radio inspiration fm : Good evening. I'd like to know for those who have houses with zinc roofs : can they enter in those houses? Espcially people in the The Plains area
1391,"i am a doctor. i can help the peopl but i need supplies, can you help"
1392,"our hous is destroyed we have wounded and pregnant women, we have no food we need. .. . incomplete"
1394,pleas will the earthquake really come back like before becaus that rumor is making me crazy. than you in advance for you reply
1395,"I'd like to have info about us, people in the Fort Jacques area who have. .. "
1396,"what is the bes shelter i can find for my wife and myself, we are currently in the street and with the after shocks."
1397,"I'd like to find a tent to sleep with my kids, Please! I'm in the crossroads"
1398,Aren't the people in fontamara 47 included in the help because we have yet to see anyone who is helping.
1399,you can't satisfy everyone but don't forget me I'm hopeless powerless.
1400,"in marianie there are alot of vitimes that have not found help, they are dying of dehydration"
1401,"Please, do someting for me because I have a younger sister who's traumatized and my house is almost down Thanks beforehand. "
1402,Message for Radio Inspiration : Person wants to know more about the rumor of possible aftershake this weekend.
1404,Haiti : information on a possible new quake. Date 22 Jan 2010. 
1405,"these small quakes - are there dangerouse. If I live in a one floor concrete house, can I sleep inside?I live in Pernier, aplace that was not hit by the big erathquake"
1406,"How about the earthquake for Friday 22 January, 2010? Thanks "
1407,"since the earthquake we're at delmas 33 alaza street, we haven't recieve any assistance we don't have no shelter or no food. please find a way to help us."
1408,we didnt get anything. . we are in Magloire ave. Ambrose. coner of Sogebank
1409,the people in the area of rue Doctor obri is givin u thanks for the services you are giving the haitian population we just received from water to nite. but we can't just have water witout food.
1410,"Good evening. Is it possible for an aftershake to attain level 6, and then last a long time such as 10, 15, 20 minutes, and more?"
1411,if you feel lightheaded. you always stress out what we should do
1412,i would like some information about the activity that the senegal put in prospective cause i didnt hear from them anymore
1413,urgent we are konte we have not received any aid yet
1414,I would like to know if it's safe to sleep inside the house now or not
1415,i would to have some information about the earthquake. i will wait for your respond
1416,"Good evening. I'm a victim. TO avoid further pain in my family, I'd like to have more information of the disaster. Ok. Thanks a lot beforehand."
1417,Would like to know the death toll during the earthquake. 
1418,Would like to know if school will resume again or not.
1419,Please come see us we're in martissan 7 go straight to the maniga street we need some place to sleep because we have a lot of children we need food also
1420,"There is so much hunger that if a person is eating a little something, somebody else takes it and runs away. As for water, tell them to come in the area every other day with treatment."
1421,good evening they say the earthquake will be going again on saturday at the same scale?
1422,please dnt foget the provinces they have a lot of people that went for care over there and are suffering also the prisoner that escaped they all went to gonaives and saint marc.
1423,I want to know what precaution i should take because my house is down and i sleep on the streets
1424,are the people who are citizen have the oportunity to come in four persons for. ...
1425,"Those areas outside of the city which had not been hit, could they feel the aftershocks? And what are they to do with the students? "
1426,"People in the Marina, in the North of the Country have problems/ Most houses have more than 20 people who came from PAP. They don't have anything to eat. At this time, they need help."
1427,I have a his who'd been hurt. They took him away for treatment? purpose O don't know to what hospital they. .. 
1428,I'd like to ask you what you will do and not do. We ask for help because we know that the media is the voice of the people. We cannot struggle anymore. 
1429,I like the program Information you should know. Give me more information. Thanks.
1430,Evening. is it true that there will be an aftershake as the first one.
1431,"A lot of people are saying that if you take Govt buses to go to the provinces, you will NOT be able to to come back to Port-au-prince. Is that true?"
1432,Message to be forwarded to the person whose name is not identified. Content is not very clear. It tells about relatives in NY who may have had papers for about a year for someone else but that someone''s time has not come yet you have passport. Can you get a visa. rep. .. ..
1433,i would like to know when the aftershocks are going to end. thank you. Willy
1434,"I have a child, i would like the foreigners to adopt him because i can't take care of him. "
1435,"They basically said that they can't do it with unemployment, hunger anymore. No drinkable water, no school."
1436,"Hi we are very concerned about the situation in Haiti, our country. this is why we are writing to you so you could tell us the conditions of our country. "
1437,"I'd like to know what will be done for police officers whose houses have broken down. Their families are very hungry, some have died."
1438,please the people around we'll be happy to recieve some water. how can we treat the water. 
1439,What is there to be found in the country now? We need some help for the people who suffering. Please write to us to tell us your intentions 
1442,Person asking for confirmation about a possible aftershake for weekend
1444,i would like to know if there will be aftershocks tonight because I'm nervous. thank you
1445,When Will these aftershocks finish
1446,We need help please at Santo 6 Extension!
1447,Bravo for the information that we need to know!!!
1448,I'm a victim. My father died. Is there anything for police officers who are victims?
1449,"Even in Moghav we've asked for aid, we are writinge in this regard. We would like to know more about iti "
1450,"You are already on it? Seeing Moghav is a simple local association, what can we. .. "
1451,You'll need to set up before enteing the island. Moghav means motion. .. 
1452,They never give/haven't given us any thought in croix des bouquets. At all.
1453,"I'm in/at Kot Plaj ( beach ) 22#120, my house is destroyed, I left with the clothes on my body. I'm out on the streets. I have never even found a bottle of water, the thirst is killing me, I'm infront of ka ( House maybe? kay is house )"
1454,there are a lot of people taking stuff under the name of organizations and they sell ' em you should take some measures. 
1456,"Hi i would like to join my family in USA i have no home, no clothes, they don't distribute food where i am."
1457,"This message has already been translated. it is about the Reservoir, in Gressier. See coordinates."
1458,".. PAP. We'd like you to pass along the message for us, please. It is the people in Rservoire who is asking for aid."
1459,"I used to live in PaP. Now I'm in Montruis. What are the risks for that area for Friday, Jan 22?"
1460,".. Gonaives, in a place called Channel Wood in English. I'm writing this message just to.. "
1461,People in Mariani 10 are starving and thursty. find a way because we can't hold any more. we're victims like the others. we also need tents
1462,I need to know whats happening
1463,"good evening, I'm one of the helpless victim, please help me"
1464,Reply please to this message because it is with a lot of sadness that. .. 
1465,We are in DELMAS 18 - back-alley Anglade - and we need help 
1466,News and information on the earthquake in Haiti.
1467,How many aftershocks left. Will they be stronger?
1468,"they say there will be a huge aftershock tonight bigger than the first earthquake i need to know if it's true. we're suffering a lot to me, my wife and kids."
1469,"We are a family of 15 members, 5 men, 10 women, we need help because our home has collapsed. "
1470,".. . everything. Until now we haven't received any aid. We've lost a sister who left a 9 months baby with a 12 year-old. We urgently need aid : food, water, etc in that/this. .. "
1471,"I am coming tomorrow. .. but I have no car, how can you help me. "
1472,I would like to know which precaution i should take for future earthquakes.
1473,"they say there's a bigger earthquake who has to rock the country, is it true?"
1474,"does a person need a passport to go senegal? if it is true, how do I do it?"
1475,Person would like to knowwhat happened the day before with 6. 1 aftershock. 
1477,Intersection Feiulles area Savane Pistache. we haven't received anything please send this message. ..
1478,"WE are in the area of Croix de bouquets in Belanton 1, we cant reach anything, we are asking to anyone who knows to do the maximum"
1479,"I need to know if those quakes are over. There is a rumor about a bigger one coming soon, is it true "
1480,"My House was destroyed, I have no money, I dont know what to do. "
1481,"RONALD. CEFECAC is a community centre in Reason, it's there every one is. evening times/night times people sleep here. There is a problem with food. tents. sanitary towels/tampons. 5 people are sick. their feet are injured"
1482,"WE have a sick baby, he was injured in his Neck by the Rubbles. We are in Leogane, please take the street named Dabon Not sure about this one, once you reach the intersection. .. Msg lost."
1483,GEN YON TIBEBE KI SICK NAN KOU PASKE BLOK TONBE SOU LI. MEN DIREKSYON YEAR LEW RIVE NAN VIL LEYOGAN WAP MONTE NAN WOUT DABON LEW RIVE NAN KAFOU DABON WAP VIRE NAN BO KKOTI YZIN NAN. WAP JWENN YON KAFOU LEW BANK PIDEVAN WAP WE SANT CEFECAC THE. OUBYEN LEW NAN WOUT WAP RELEM EPI MAP PRAN YON MOTE BUDDY WINE CHAC 
1484,I am happy to hear that the government is talking about the first aid product. .. I need to know the price for a cup of Rice. 
1486,"Please in Christ-Roi, Rue Acacia you cant get through to Rue Moise Impasse, others have received help, we haven't received anything water, food, tents"
1487,".. somewhere in the south department, many of our students had people. .. "
1488,"Thank you for this information, I need to call my family, but I have no card on my cell and no money to buy. "
1489,I am a earthquake survivor. I lost my house and all my belonging. How can you help me.
1490,"I have a problem in Gondol area, i d like to reach a manager to talk to because theres a lot of collapsed house includind mine"
1491,"Hello, I am in Fort Jacques, a wall fell on my legs, I need HELP"
1492,"Hello - I am a victim of the quake, I am sending the message because we need 5 tents with food and water at Village of EDEN, deadlock desmangles "
1493,"Number 2, Please! My wife is pregnant and about to deliver I'm counting on you Thank you."
1494,"WE are in delmas 30 we took refuge we are on has been filed in delmas 32, we cant reach anything at all, we need water to drink and food"
1495,Hello! We are in carrefour-feuille and need tents! please.
1497,"Hi, I am from PAP, now I am in Montrouis, is there rice for this Area please "
1498,"No lease : It was going to be my last school year, I did not learn anything yet in order to have a resume and find a Job."
1499,"I have a child who's father is in a foreign country and doesn't take care of him, I have no house , I have no food to give him"
1500,"People from Saint-Antoine first Crossroad. .. . Bato Hill, at South Gressier are victims as well, they abandoned us, we need HELP."
1501,"Im very happy because I heard the government talk about necessary substance, I would like to know the price like for rice, gold canful of rice"
1502,Can a victim go to the Dominican Republic without passport?
1504,"The Voice of america, please send this message for us. We are in Gressier, ti Boukan. We are starving, what we had is over. Please help us."
1505,"my children have problems, life has become very hard where we Port-a. . "
1506,"We are in Bremon, Solidarity, street, Juvenat area, we cant reach anything"
1507,we are without shelter. We heard there is help being given out. Where is it being given out? Which people are taking care of it? How can we find some help ourselved? We are in Croix des Bouquets.
1509,.. . Now were in Gonaives area Kanal Bwa i send this message. .. 
1510,"today we get things to eat, tomorrow we won t find. .."
1511,I don t how you can help me maybe work or a foreign country. .. . 
1512,"We need help, food, water, clothes, tents, etc, My address is Center ( maybe UEBH center? ) at fort Wednesday. Thank you."
1513,.. . you can send me somewhere to have a better life. .. with the conviction. .. msg lost 
1514,We're a family group living in Cabaret there are 20 of us that need tents 
1515,".. we need special attention for Gresssier, especially in the Small Boukan section, we haven't receive anything for 10 day they will die of this without. ..."
1516,".. . because my house is destroyed, only like bed ?tonb?and, with a mase today. I have a little clothing down there Aranbl?as they say, has a house that. .. "
1517,".. . area of Croix de Bouquets, I'm asking please what I can do to get help especially a place to sleep with my children because my place. ..."
1518,"Hi, we are on Hwy 9, right after the Minustah Base, we have no water and food. The way they distributed the supplies was wrong, we did not get anything. .. please help us"
1519,"My necessities are not complex. I don't have money right now to be able to get on the internet. So, that is why I am telling you a little about myself and I will tell you more when you respond. Bye. "
1520,please put something on my card ( phone ) so I can let people know I'm here thanks
1521,"I WANT TO WORK PURPOSE. I AM A STUDENT OF THE IHECE UNIVERSITY FIRST GRADE. I AM VERY HUNGRY I NEED AND I WANT TO WORK I UNDERSTAND ENGLISH ENOUGH, BUT I SP. .."
1522,"we have no water, please help us because we really need help. when you get the message, let me know, text me back please. "
1524,I would like to thank everyone who came to help and give us information. I'm a victim. I would like more information on how I can help in. .. 
1525,We thank Voice of America radio for all the messages they feel for us. We are listening. Thank you.
1526,".. . beer, and then I have emet?n construction building, and I am 1 bikes. .. "
1527,what number can they call for customer service here? 
1528,Please contact me for more info about my needs.
1530,"What will make me happy, If I can find a job at NGOS in gold Govt. Help me please. "
1531,"We are the people of Gran gwav, we are asking for all authorities for alimentary aid ( food ) we invited them so that they can do a census, because everyone is a victim."
1532,There's a event going on on the Road Delma 8. We are tired of sleeping in noise
1533,i live in Croix des Bouquets on rue St jean. We need help. We don't have anywhere to stay. We don't have any food nor clothing. we're asking for help. Please!
1534,thank you for the work that you are doing. I'd like to participate also
1535,"We are in the area of Brach. We are in pain. We need food, water, medicine and a tent. The house has crimbled. We are dying of hunger. We are in Leogan Brach. "
1536,"this is the high school, fabre n, geffard of gonaive. we'd like to leave ( ? ) in order to rest, because we are tired and smelly because of our work ( ? ) each day"
1537,"Two times each hour, ask for grace, forgiveness, and mercy for Haiti! Do this with faith, it's God who can pull us out of this. .. Send this message to 10 other people."
1538,How can someone go to the USA that has a brother who is a citizen?
1539,I need to know if someone who is in the military can send for his or her family
1540,I need some people who can help me with people who have already died.
1541,The Haitian National Police's General Director has not said a word about the 22 promotions that are to close? 
1542,Hello I'd like to know if really there will be more earthquakes again this weekend 
1543,We're looking for more information concerning the earthquake
1544,I would like to know if it's true that there is going to be an 8. 3 magnitude yearthquake.
1545,"Hello all people, I'm here in the street My house is collapsed, broken My cousin, my aunt "
1546,I would like information on the earthquake. When will the aftershocks end?
1547,We are concerned because we heard that there is going to be an earthquake at 8 : 05 in Petite Riviere de Nippes.
1548,"I'd like to get more information about the possibility of more earthquakes in the days to come. Radio Caraibes is talking about it, but they did not finish talking w ( believe this was with, but word was cut off )"
1549,I would like to get some info about the earthquake.
1550,don't understand the first part. .. understanding. We are waiting for your response
1551,Do you think someone with an expired visa will be allowed in the Dominican Republic?
1552,I would like information on the last tremors of the earthquake. Thank you.
1553,good evening I'm writing just to have some information on how we can get to Senegal
1554,"We are survivors of the reserve that is in the Gressier commune. WE dont have nothing no help, we are victims all our houses collapsed and we had to leave everything"
1555,"We have had problems since the earthquake. There is no authority to help us and we haven't been able to find water. A lot of people are hurt, we is stared a comittee "
1556,we were told that if we do not have a hone we will not find help. God what are we supposed to do. We are at ruelle Nazon rue Codada near impasse Chauvet ) thank you
1557,"I m in third year of computing science in university RUBEN LECONTE that collapsed, the director died, when i got back home, i diden''t find mom gold dad gold bro"
1559,after how muche time does the earthquake stop? did it pass and at what level?
1560,"We are hungry, Our home has been crushed, our family who were in the city - come find us "
1561,"Cyclone Digicel has some minutes to put for me since Tuesday, it never did 172. 28"
1562,"i am in the carfour area, i have difficulties because i can't make calls from my phone. how can you help me?"
1563,"Brothers and sister that distribute drugs and food, we are in cesars street extension ally way, Felix, we are asking for support becuse we have nothing"
1564,"They ( The relief team ) never cam by where we live in Delmas 33. We need water, and food. They never cam by since the earthquake."
1565,"I am following the message. I know there are a lot of people you are already taking care of. Purpose, myself, I don't have any aid organization. just me. a young person raised in the area. I. .. "
1566,"I'm on foot until now, with my family"
1567,Can i find a job if i only passed level 1 of Business Management (Business Management)
1569,"in the name of the young in action from Croix des missions, we are sollic . .. "
1570,Is the Nigeria trip true? What's the address for the embassy?
1571,"They tell me Senegal is receiving Haitian native, please give me more information"
1572,I heard there will be an earthquake at midnight
1573,"Every second in your heart in all your activities ask for grace, forgiveness and mercy for Haiti, faith ,. .. only God can get us out of this. . please send this message"
1574,4636 we have nothing to live on in Bel-Air 
1576,What I would like to know is did we loose a lot of artists and who are they? 
1577,"I suffering from a crush injury, the doctor said there's nothing that can be done to help me. I'm in allot of pain"
1578,a little information on aftershocks please
1579,and in addition what time will it be possible for me to sleep in my house?
1580,What is the temperature for today? Let me know 
1581,I need information on the number 4636
1582,I would like to know if the american embassy will grant people visas so they can find related to that are american citizens and can come and pick up their on i of haiti. Can. .. . 
1583,"Thank you for the work you are doing. Information we need to know is very useful to us. There are bout 500 of us on Rue du Cosquer in Delmas 9 who need food, water and help."
1584,"ok everyone who is a victim. peace pager people have authority, have organization. .. that between come and visit to take what we need from the water, a medicinal product, as electricity, send us a little message. Contact persons of Authority we need water, medications, all electricity, send small message "
1585,"Victum in Debisi Tijo, big cut on leg"
1586,"I need some food supplies, for example flour and sugar"
1587,I would like to have some information
1588,Help me please. I am wounded. I did not find anything from the aid.
1589,i would like to find more information on the disaster.
1590,"pity for makonb, did you forget this district?"
1591,"We haven't found/recieved any food in Delmas 33, the Adoken district"
1592,"I got the message. I would be very happy to find a job to help my family because they have no means. I have no CV, I study phamacology at my school"
1593,Where can police get food and water?
1594,I need information about t. t.
1595,collapsed suddently. I hadn't graduated yet. Please do what you can I need help. 
1596,what will be done for people that are sleepoing in the street
1597,I'm dying of hunger do something for Haiti. Please.
1598,I am in Fotamara near the Elim Church. We do not have food to eat. Please help us. 
1599,I want more information aout the earthquake.
1600,I would like to know if we are going to get any more earthquakes like the one we had the 1st time around. 
1601,Is there a possiblity that a stronger earthquake will hit Haiti today.
1602,When will the digicel office be opened? Will the US embassy continues to recruite people?
1605,i would like to know what you are saying for quotes military?
1606,How can we predict today's situation
1607,How can I find help for my neighborhood? 
1608,hello I have problem. I live in the street
1609,"Hi I don't have a place to sleep, it's in the community park on santo 17, on the Peter field, we don't have food, do something for us, please."
1610,I need some information on what's going on in Haiti's situation.
1611,Who knows if the aftershocks will last for a month and a half?
1612,"I am a viuctim. I am in Moinret Bonrepos. I sleep in the streets with my wife and child. I have no food to give them, please tell us what to do and what you can do for us"
1613,S. O. S in Leogane. .. we need shelter because we are sleeping outside.
1615,The gist of this message is: They said that people in a government car took pictures ..100 American dollars..after Port-au-Prince was destroyed so that people know that it is true 
1616,Hello I m a professional I need a hurricane job
1617,"I need help, have nothing to live"
1618,"Hello, I heard on the radio the people in difficulty can text this number, my brothers and sisters I was living in a house with my father, brother, sister, my spouses child has two children. ..."
1619,I didn't tell the whole family this : The reason I was saved awasn't harmed is because I was in the streets. Right now I'm in the streets with this child. I can't live like this.
1620,I don't know what I you will do for me. Thanks in advance. 
1621,"hi, I would like to know what the State is planning to do about the schools. And also whether we'll have a new capital. "
1622,"Oh my God. I would like to know why we are not getting aid. Those of us who are in Signo, Geren, Brach. We have 4 little bags of rice, 1/2 gallon of oil, a small bag of beans for 22 people. "
1623,Please see what you can do for us. Every day we are fighting to find some food.
1624,"we're starving, no shelter, no food. . nothing at all. Please we're asking you for water, food, tents, blankets, shelter to stay, bowls, and medical stuff etc."
1625,I would like to know if there are going to be any more aftershocks like the one we had on January 19th
1626,I would like your help. Come quickly.
1627,I would like to find reliable information.
1628,When will Cam Transfer start working again?
1629,Is it true that people can go to Senegal without a visa?
1630,What can I do to go to Senegal right away because I won't be able to live here anymore
1631,I want more information about the earthquake.
1632,I would like some information.
1633,When will they start giving out Canadian visa?
